Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,
1994,11.8,11.4,11.4,11.2,10.8,10.9,10.7,10.5,10.4,10.3,10.1,10.0, 
1995,10.2,9.9,9.9,10.0,10.0,10.1,10.1,10.0,10.1,9.9,10.0,10.0, 
1996,9.8,10.0,9.8,9.9,9.7,9.6,9.7,9.3,9.4,9.4,9.3,9.5, 
1997,9.4,9.4,9.1,9.2,8.8,8.8,8.6,8.6,8.7,8.4,8.3,8.4, 
1998,8.4,8.4,8.4,7.9,7.9,8.0,8.1,7.9,7.9,7.8,7.6,7.6, 
1999,7.7,7.7,7.6,7.6,7.4,7.5,7.5,7.3,7.4,7.2,7.1,7.1, 
2000,7.1,7.2,7.1,6.9,7.1,7.0,7.0,7.1,7.0,6.8,7.1,6.9, 
2001,7.3,7.4,7.3,7.4,7.5,7.9,7.8,8.1,8.7,9.3,9.4,9.6, 
2002,9.5,9.5,9.4,9.7,9.5,9.5,9.6,9.6,9.6,9.6,9.7,9.8, 
2003,10.0,10.2,10.0,10.2,10.1,10.3,10.3,10.1,10.4,10.2,10.0,9.8, 
2004,9.9,9.7,10.0,9.6,9.6,9.5,9.5,9.4,9.4,9.7,9.4,9.2, 
2005,9.3,9.3,9.1,8.9,8.9,9.0,8.8,8.9,9.0,8.7,8.7,8.6, 
2006,8.4,8.4,8.2,8.1,8.2,8.4,8.5,8.4,8.0,8.2,8.1,7.9, 
2007,8.4,8.2,8.0,8.2,8.2,8.3,8.4,8.4,8.4,8.4,8.4,8.8, 
2008,9.2,9.0,9.1,9.2,9.7,10.1,10.5,10.8,11.1,11.8,12.7,13.5, 
2009,14.2,15.1,15.7,15.8,16.4,16.5,16.5,16.7,16.8,17.2,17.1,17.1, 
2010,16.7,16.9,16.9,17.0,16.6,16.5,16.5,16.6,16.9,16.8,16.9,16.6, 
2011,16.1,15.9,15.7,15.9,15.8,16.2,16.1,16.2,16.4,16.0,15.6,15.2, 
2012,15.1,14.9,14.5,14.5,14.8,14.9,15.0,14.7, , , , ,
